Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Kiessling, Hélio Fritz",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A educação como direito: a permanência como princípio na educação profissional integrada ao ensino médio,2021,Centro Universitário Braz Cubas (CUB),CUB,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Planejamento educacional||Planos de educação||Políticas educacionais||Educação profissional||Permanência na escola||Ensino médio integrado||CNPQ::CIENCIAS HUMANAS::EDUCACAO,Não informado pela instituição,por,"This dissertation presents the results of a research whose object is the student's permanence in Technical Vocational Education of Middle Level (EPTNM) at the Federal Institute of São Paulo (IFSP), São Paulo campus. Permanence is seen as a result of the principle of equality of conditions to guarantee the right to education. The main objective is to verify how the permanence in the school has been treated in the legislation and other Brazilian regulations and serves as a basis for the elaboration of the norms and actions developed in the referred Institute, with a view to creating conditions for the students to remain in the EPTNM. This work covers public policies for the EPTNM and how it is implemented in the São Paulo campus of the IFSP. In the development of the research, we opted for a qualitative approach with an exploratory nature and, as a data collection instrument, a bibliographic survey and a documentary research of the federal legislation was used, together with its respective regulation through ministerial norms and others that guide the work of the researched institution with regard to the permanence of students in school. In addition to the Federal legislation and norms of the researched institution, a dialogue was carried out with authors whose works deal with the student's permanence in school (OLIVEIRA, 1999; CURY, 2002; 2008; MENESES; BATISTA, 2003; BOTO, 2005; DORE; LÜSCHER, 2011; LEITE, 2012; XIMENES, 2014; RAMOS, 2014; DAROS, 2015; OLIVEIRA; OLIVEIRA, 2015; LEITE, 2015; DUTRA; SANTOS, 2017; SANTOS, 2018; MATOS, 2018; ALMEIDA, 2019; SILVA; CARVALHO; GONÇALVES, 2021). The analysis of the collected data allows us to affirm that the permanence of students in school is fundamental to guarantee the right to Education and that its implementation has been a challenge for formulators and managers of educational policies in Brazil. In this context, the IFSP has developed actions aimed at creating conditions for the student's permanence in the Institution.","KIESSLING, Hélio Fritz. A educação como direito: a permanência como princípio na educação profissional integrada ao ensino médio. 2021. 148 f. Dissertação (Mestrado em Educação) – Universidade Cidade de São Paulo, São Paulo, 2021.||https://repositorio.cruzeirodosul.edu.br/handle/123456789/4111",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Kiessling, Hélio Fritz",http://lattes.cnpq.br/7134709598364482,"Cruz, Maria do Carmo Meirelles Toledo||Almeida, Júlio Gomes",http://lattes.cnpq.br/6109390836008571||http://lattes.cnpq.br/2354972256571417,Não informado pela instituição,Não informado pela instituição,A educação como direito: a permanência como princípio na educação profissional integrada ao ensino médio,2021,Universidade Cruzeiro do Sul (UNICSUL),UNICSUL,Brasil,Pós-Graduação,Programa de Pós-Graduação de Mestrado em Educação,CNPQ::CIENCIAS HUMANAS::EDUCACAO,openAccess,masterThesis,Planejamento educacional||Planos de educação||Políticas educacionais||Educação profissional||Permanência na escola||Ensino médio integrado,Não informado pela instituição,por,"Nesta dissertação, são apresentados os resultados de uma pesquisa cujo objeto é a permanência do estudante na Educação Profissional Técnica de Nível Médio (EPTNM) no Instituto Federal de São Paulo (IFSP), campus São Paulo. A permanência é vista como um resultado do princípio da igualdade de condições para garantir o direito à Educação. O objetivo principal é verificar como a permanência na escola tem sido tratada na legislação e outras normativas brasileiras e serve de base para a elaboração das normas e ações desenvolvidas no referido Instituto, com vistas a criar condições para que os estudantes permaneçam na EPTNM. Este trabalho abrange as políticas públicas para a EPTNM e como ocorre sua implementação no campus São Paulo do IFSP. No desenvolver da pesquisa, optou- se pela abordagem qualitativa de cunho exploratório e, como instrumento de coleta de dados, foi utilizado um levantamento bibliográfico e uma pesquisa documental da legislação federal, com sua respectiva regulamentação, por meio de normas ministeriais e outras regras que orientam o trabalho da instituição pesquisada no que diz respeito à permanência dos estudantes na escola. Além da legislação federal e normas da instituição pesquisada, foi realizado um diálogo com autores cujos trabalhos tratam da permanência do estudante na escola (OLIVEIRA, 1999; CURY, 2002; 2008; MENESES; BATISTA, 2003; BOTO, 2005; DORE; LÜSCHER, 2011; LEITE, 2012; XIMENES, 2014; RAMOS, 2014; DAROS, 2015; OLIVEIRA; OLIVEIRA, 2015; LEITE, 2015; DUTRA; SANTOS, 2017; SANTOS, 2018; MATOS, 2018; ALMEIDA, 2019; SILVA; CARVALHO; GONÇALVES, 2021). A análise dos dados coletados permite afirmar que a permanência dos estudantes na escola é fundamental para a garantia do direito à Educação e que a sua efetivação tem se constituído um desafio para formuladores e gestores de políticas educacionais no Brasil. Nesse contexto, o IFSP tem desenvolvido ações voltadas à criação de condições para a permanência do estudante na Instituição.",https://repositorio.cruzeirodosul.edu.br/handle/123456789/4111,Não informado pela instituição,Não informado pela instituição,"KIESSLING, Hélio Fritz. A educação como direito: a permanência como princípio na educação profissional integrada ao ensino médio. 2021. 148 f. Dissertação (Mestrado em Educação) – Universidade Cidade de São Paulo, São Paulo, 2021."
"Oliveira, Rosenira Monteiro da Costa",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Assistentes de alunos: quem são esses profissionais que atuam na educação profissional técnica de nível médio?,2020,Instituto Federal do Amazonas (IFAM),IFAM,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Assistente de alunos||Ensino Médio Integrado||Educação Profissional e Tecnológica||CNPQ::CIENCIAS HUMANAS::EDUCACAO::ENSINO-APRENDIZAGEM::METODOS E TECNICAS DE ENSINO,Não informado pela instituição,por,"This research discusses the perceptions of the professional practice of the Students' Assistants in the Integrated Secondary School-EMI, identifying their attributions and their educational work in the EPTNM, focused on line 02 of the Post-Graduation Program in Professional and Technological Education (PROFEPT) that deals with the ""Organization and Memories of Educational Spaces in EPT"" directed to Macroproject 06, regarding the ""Organization of Educational Spaces in EPT"". It gives as a problem the following question: How has the educational work of the Student Assistant been constructed in the context of the Technical Professional Education of Medium Level in the Integrated Modality? The general objective was to investigate the work of the Student Assistant in the context of Technical High School Vocational Education in the Integrated Mode. Studying the meanings attributed by the student assistants to their practice, qualitative research was used as a methodological procedure using the printed form and the semi-structured interview as a technique, applied to a group of eight student's assistant from the Federal Institute of Education, Science, and Technology off Amazonas - Campus Manaus Centro (IFAM-CMC) that made it possible to survey information essential to the process of objectifying the concepts about their professional practice. Besides the theoretical references, documents, theses, and other sources were collected and analyzed, which we used for the elaboration of this work. Summing up, it was verified that the understanding of the meaning and the challenges of the professional practice of the Student Assistants, conditioned to factors, positive and negative, reported by the professionals and analyzed as constitutive of their profession: a dichotomy between their attributions and the objectives of EPT; challenge of affirming the work as an educational principle before the work submitted to the logic of the market; devaluation and lack of recognition of the profession by the institution. Finally, as a perspective of overcoming these obstacles, the pedagogical product is presented - materialized in a Digital Booklet and constitutive of the dissertation - given the promotion of spaces for reflection and educational actions under the rationale of work as an educational principle, essential to the omnilateral human formation.","OLIVEIRA, Rosenira Monteiro da Costa. Assistentes de alunos: quem são esses profissionais que atuam na educação profissional técnica de nível médio? 2020. Dissertação (Mestrado Profissional em Educação Profissional e Tecnológica) – Instituto Federal de Educação, Ciência e Tecnologia do Amazonas, Campus Manaus Centro, Manaus, 2020.||http://repositorio.ifam.edu.br/jspui/handle/4321/473",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Sonza, Aline Picoli",Não informado pela instituição,"Fagan, Solange Binotto||Não informado pela instituição",Não informado pela instituição,"Coutinho , Renato Xavier||Marques , Nelson Luiz Reyes||Guerini , Silvete Coradi||Alves, Marcos Alexandre||Não informado pela instituição",Não informado pela instituição,O ENSINO INTEGRADO NO IFSUL - CAMPUS BAGÉ: UM OLHAR SOBRE A MATEMÁTICA EM DOIS CURSOS INTEGRADOS DE NÍVEL MÉDIO E CONTRIBUIÇÕES PARA A PRÁTICA DOCENTE,2023,Universidade Franciscana (UFN),UFN,Brasil,Ensino de Ciências e Matemática,Programa de Pós-Graduação em Ensino de Ciências e Matemática,Ensino de Ciências e Matemática,openAccess,doctoralThesis,Ensino Médio Integrado; Educação Profissional; Matemática; Integração Curricular.,Integrated High School; professional education; mathematics; curricular integration.,por,"The expansion of access to the federal education network and the growth of the intermediate level integrated technical teaching are indicated as important tendencies of the last few years in Brazil. The integration can be seen as a possibility of a knowledge development, which is able to give a new meaning to the process of teaching and learning. Mathematics, besides the importance of the specific concepts, becomes an instrument which enables the development of logical thinking and abstraction, besides being indispensable to the knowledge construction in other areas, such as physics and chemistry, among others. Thus, it can be seen as a curricular component that is able to navigate and dialogue more easily within the distinct knowledge areas. The objective of this present study is to discuss about the High School Integrated Technician Teaching, analyzing the way its implementation happens at IFSUL- campus in Bagé, and, furthermore, build a support didactic material to contribute to the construction of integrated proposals in the mathematics teaching in the integrated technical courses from the campus. The research methodology about the study of the case using the conceptions from Yin was the option chosen for the development of this project. The results point out that integrated teaching is not a reality on campus and, within the aspect which makes its implementation more difficult, it highlights the fact that a lot of other teachers don’t know the principles of integration and others know it superficially. Upon this observation, a didactic material as a support to the integration (DMSI) was built, with the collaboration from teachers from different technical areas of the two courses involved in the proposal. After the assessment from DMSI, performed by mathematics teachers, it can represents the perspective of turning possible discussions, reflections and studies about the integrated teaching subject, in other words, DMSI can be considered as a document which carries the expectation of the beginning of movements and transformations in direction to a teaching based on a dialogue between the areas. It is highlighted the relevance of this unprecedented research in a situation where the integrated teaching should be a frequent subject of discussion and, as well, for the fact that there is a significant deficiency in studies and researches involving the integrated teaching and mathematics in Brazil and, specially, emphasizes approaches in the teaching practice which points to integration possibilities.",http://www.tede.universidadefranciscana.edu.br:8080/handle/UFN-BDTD/1177,Não informado pela instituição,Não informado pela instituição,"Sonza, Aline Picoli. O ENSINO INTEGRADO NO IFSUL - CAMPUS BAGÉ: UM OLHAR SOBRE A MATEMÁTICA EM DOIS CURSOS INTEGRADOS DE NÍVEL MÉDIO E CONTRIBUIÇÕES PARA A PRÁTICA DOCENTE. 2023. 198f. Tese( Programa de Pós-Graduação em Ensino de Ciências e Matemática) - Universidade Franciscana, Santa Maria - RS."
"Pereira, Christiane Cruz",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4264311J3,"Condé, Eduardo Salomão||Não informado pela instituição",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4784127Y0||Não informado pela instituição,"Magaldi, Carolina Alves||Bocchetti, André||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição",http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4730573J0||http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4757694J1||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição,Implementação da política de ensino médio integrado no Ceará: relações de influências entre os processos de gestão e análise dos resultados de inserção produtiva e ingresso acadêmico dos egressos da política,2014,Universidade Federal de Juiz de Fora (UFJF),UFJF,Brasil,Faculdade de Educação,Mestrado em Gestão e Avaliação em Educação Pública,EDUCAÇÃO,openAccess,masterThesis,Processos de gestão escolar||Monitoramento||Eficácia escolar||School managenent processes||Monitoring||School efficacy,Não informado pela instituição,por,"O presente estudo objetiva analisar a política de ensino médio integrado das escolas profissionais no estado do Ceará, com enfoque na verificação de relações de influência sobre os processos de gestão escolar e os resultados de inserção produtiva e ingresso acadêmico dos egressos da política, a fim de contribuir academicamente para o melhoramento institucional da política, como um todo e, em especial, das quatro escolas pesquisadas. O referencial metodológico e teórico do estudo tem por correlação de fundamento, a missão da escola profissional, o modelo de gestão escolar, o plano de ação escolar e a autopercepção da gestão escolar sobre seus processos de gestão e das características organizacionais de cada escola. A fundamentação teórica orientadora do instrumento de pesquisa de campo foi as pesquisas acerca das características das escolas eficazes, de Sammons, Martimore e Hilman (1995), internacionalmente reconhecidos e contextualizados no cenário educacional brasileiro, nos estudos de Polon (2009) apoiados em Boamino (2005). Da análise do conteúdo manifesto e latente da pesquisa de campo e da análise documental é possível constatar que a política educacional em questão parece favorecer uma nova subjetividade de escola, significativamente positiva, por parte da gestão escolar, bem como é possível afirmar que a ideia de cultura da qualidade escolar é perseguida e autolegitimada como característica organizacional das escolas profissionais. No entanto, a análise dos achados da pesquisa de campo, do documento de planejamento escolar e dos indicadores de resultados dos egressos apresentam incongruências entre o autolegitimado, no discurso e as evidências de práticas de gestão e de características organizacionais. Estas constatações sinalizam a existência de lacunas na forma como a política está programaticamente estruturada em termos de monitoramento do progresso escolar, sendo pertinente, nesse sentido, propor a estruturação de um plano de desenvolvimento das capacidades conceituais da gestão para orientar o monitoramento de seus resultados e metas institucionais. Encontrou-se em Luck (2009) o arcabouço conceitual capaz de dialogar com o problema da política identificado, na pesquisa de campo, indicando a necessidade de organização do trabalho escolar orientado para monitoramento de processos educacionais, com ênfase nos resultados dos egressos como fio condutor de amadurecimento da equipe escolar e consequente alcance de padrões de melhoria do ensino médio integrado do estado do Ceará.",https://repositorio.ufjf.br/jspui/handle/ufjf/3097,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Adams, José Rodrigo Barth",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A educação em direitos humanos no ensino médio integrado: um estudo a partir do trabalho dos docentes de humanas em quatro campi do Instituto Federal de Santa Catarina,2019,Universidade Federal de Santa Catarina (UFSC),UFSC,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Educação||Ensino médio||Direitos humanos,Não informado pela instituição,por,"Tese (doutorado) - Universidade Federal de Santa Catarina, Centro de Ciências da Educação, Programa de Pós-Graduação em Educação, Florianópolis, 2019.",364055||https://repositorio.ufsc.br/handle/123456789/214627,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Barreto, Júlio Cézar Araújo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"A importância da pesquisa de egresso para tomada de decisão e como suporte para políticas de assistência, permanência e êxito no ensino médio integrado do Campus Irecê do Instituto Federal da Bahia",2022,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia",IFBA,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Pesquisa de egresso||Portal||Ensino médio integrado||Permanência e êxito||Graduation research||Permanence and success||Integrated high school||Portal||CNPQ::CIENCIAS HUMANAS::EDUCACAO,Não informado pela instituição,por,"The purpose of this work is to know the profile of the graduates of the Campus Irecê of the Instituto Federal da Bahia and to propose the reinsertion of this participant in the institution in order to support and support the activities and actions of the campus. Success in the teaching and learning process lies in the sum of efforts of professionals working in education, committed students and continuous monitoring of educational processes and results, through research and feedback. In this process, student assistance programs are extremely relevant and help students in the training process. The graduate has a fundamental role, as he is the protagonist and culmination of the teaching and learning process, which carries with him the experiences, difficulties and challenges faced during the training cycle and which ends up becoming a potential source of information and suggestions that may assist in decision making and in the improvement and enhancement of the teaching and learning process of an educational institution. In addition, one of the proposals of Vocational and Technological Education is that the student understands work as an educational principle, without a social or technical division, without a segregation between humanistic knowledge and specific knowledge of professional education, which is possible through a polytechnic training. and omnilateral of the participant. In this context, the present work aimed to carry out an action research on the importance of graduate research as a parameter of institutional analysis and evaluation, comprising management, sectors linked to teaching, the graduate's view of teaching practice, the world of work and the student assistance actions in the determination of permanence and success policies in the Integrated High School of the Irecê Campus of the Federal Institute of Bahia. The work used a literature review, document analysis and data collection through interviews and questionnaires. With a quali-quanti approach, the research made use of dialectics in conversation circles and virtual chats with graduates. At the culmination of the work, as an educational product proposal, the “Egress Portal” was created, a portal for the integration, interaction and participation of the egress in the activities and actions of Campus Irecê. The portal will have free access for research and user registration for editing and permanent collaborations. It is believed that the educational product can significantly contribute to the monitoring of graduates, maintaining a two-way affective and contributory bond, culminating in positive results in the short term and becoming a practical management tool, thinking in the medium and long term.","BARRETO, Júlio Cézar Araújo. A Importância da Pesquisa de Egresso para Tomada de Decisão e como Suporte para Políticas de Assistência, Permanência e Êxito no Ensino Médio Integrado do Campus Irecê do Instituto Federal da Bahia. Dissertação (Mestrado Profissional em Educação Profissional e Tecnológica) - Instituto Federal de Educação, Ciência e Tecnologia da Bahia, Salvador, 2022.||https://repositorio.ifba.edu.br/jspui/handle/123456789/223",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Heydt, Vanessa Spinelo",http://lattes.cnpq.br/5843154137713530,Rosemary Irene Castaneda Zanette||Não informado pela instituição,http://lattes.cnpq.br/6872517511586240||Não informado pela instituição,"Rosemary Irene Castaneda Zanette||Silva, Odair Luiz Nadin da||Costa-Hübes, Terezinha da Conceição||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/6872517511586240||http://lattes.cnpq.br/8469314873958494||http://lattes.cnpq.br/5764532456858431||Não informado pela instituição||Não informado pela instituição,English for Specific Purposes (ESP) e o ensino de termos no Curso Técnico em Informática Integrado ao Ensino Médio.,2019,Universidade Estadual do Oeste do Paraná (UNIOESTE),UNIOESTE,Brasil,"Centro de Educação, Comunicação e Artes",Programa de Pós-Graduação em Letras,CIENCIAS HUMANAS,openAccess,masterThesis,English for Specific Purposes (ESP)||Termo||Livro Didático||Informática||Ensino Médio Integrado,English for Specific Purposes (ESP)||Term||Textbook||Computing||Integrated High School,por,"In recent years, there has been a national growth an increase in the demand for ELFE courses offer due to different factors. In this scenario, it has been noticed the need for teaching that prioritizes what the student must know in order to act properly in the use of the new language in a target situation. Specifically in the state of Paraná, one of the areas of English language teaching for specific purposes - English for Specific Purposes (ESP) - occurs in the technical courses offered by the State Secretariat for Education (SEED). In this specific context, there is some difficulty in the interrelation between the basic contents foreseen in the curriculum and the specific contents of the English language for the technical areas. Thus, the theme of this research is the teaching of terms in the Technician Course in Informatics Integrated to High School in a Paraná school from the ESP approach and its focus is the analysis of didactic materials for this purpose. To this end, the guiding questions were: i) The didactic materials of English for informatics selected to compose the analysis of this research contemplate the theoretical and methodological assumptions related to the ESP? ii) Do these works significantly contemplate the teaching of terminological units in the area? If so, in what way do they do it ?; iii) Among these books, which are characterized as appropriate pedagogical supports for the teaching of English for computer science taking into account contributions of teaching specific terms, associated to the approach of ESP in the Technical Course in Computer Science integrated to High School? In order to meet the purposes set out in this research, the theoretical reference is based on studies of Professional Education: Brazil (1996), Manfredi (2002), Paraná (2006), Ciavatta; Ramos (2011), Bezerra (2012); on the Teaching of Specialty Languages and ESP: Hutchinson; Waters (1987), Bloor (1997), Celani; Deyes; Holmes; Scott (2005), Ramos (2005, 2008), Celani; Freire; Ramos (2009), Enterría Sánchez (2009); and studies on terminology and terms: Cabré (1993, 1999, 2003, 2006), Barros (2004), Finatto; Krieger (2004), in addition to other researchers and documents. This research is inserted in the area of Applied Linguistics, and as regards its methodology, has a qualitative interpretative, documentary and exploratory character. The corpus of analysis consisted of a general English didactic material as well as informatics English textbooks and, from some established criteria, an analysis about the lexical exercises present in the works was performed. From this verification, it was concluded that the textbook Infotech – English for computer users by Cambridge publishing is appropriate to the needs of students learning of Technical Computer Science course integrated to High School. It can also be used by teachers as a complementary material as an integration possibility of basic contents in the curriculum and technical contents.",http://tede.unioeste.br/handle/tede/4452,Não informado pela instituição,Não informado pela instituição,"HEYDT, Vanessa Spinelo. English for specific purposes (ESP) e o ensino de termos no Curso Técnico em Informática Integrado ao Ensino Médio.. 2019. 149 f. Dissertação( Mestrado em Letras) - Universidade Estadual do Oeste do Paraná, Cascavel,2019."
"Lima, Layla Crist",http://lattes.cnpq.br/1590573297485751,"Carvalho, Celso do Prado Ferraz de||Não informado pela instituição",http://lattes.cnpq.br/2546257820365753||Não informado pela instituição,"Carvalho, Celso do Prado Ferraz de||Gouveia, Riama Coelho||Souza, Carlos Bauer de||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/2546257820365753||http://lattes.cnpq.br/2500065916129657||http://lattes.cnpq.br/8711715937181535||Não informado pela instituição||Não informado pela instituição,A percepção dos professores sobre o processo de implementação dos currículos de referência no instituto federal de São Paulo/campus Suzano.,2023,Universidade Nove de Julho (UNINOVE),UNINOVE,Brasil,Educação,Programa de Pós-Graduação em Educação,CIENCIAS HUMANAS::EDUCACAO,openAccess,masterThesis,currículos de referência||IFSP||percepção dos professores||ensino médio integrado,reference cvs||IFSP||teacher’s perception||integrated high school,por,"Our research has as a reference secondary-level professional education and the curricular guidelines proposed by the Federal Institute of São Paulo with the implementation of reference curricula, amidst changes that occurred in legislation following the preparation of the BNCC and the reform of secondary education in São Paulo. 2017. It is possible to verify in the documents that constitute the IF guidelines, research as a scientific and pedagogical principle, recognizing it as one of the supports for social, human and economic development. The process of implementing IF's reference curricula has been under construction since 2019, and follows the institution's own guidelines, due to its academic autonomy. Therefore, the research object of this work focuses on curriculum policy, its foundations and implementation. Its main objective is to understand the perception of teachers and coordinators of the technical course in industrial automation at the IFSP Suzano campus regarding the reference curricula that are in the process of being implemented, in the context of the BNCC and the secondary education reform. The importance of understanding the perception of teachers and coordinators regarding the process was based on the fact that they are most responsible for the execution and implementation of reference curricula, whether through PPC's or in day-to-day practice in the classroom, considering the curriculum as an instrument of transformation in a society and that it exercises power over it. Initially, the documents that underlie the organization of the IFSP reference curricula were analyzed. Subsequently, three focus groups were held with teachers and coordinators of the industrial automation course integrated into high school: with two coordinators from the technical and common centers; with a group of four teachers from the technical core and; with four teachers from the common core, who were able to explain how the implementation process has been designed within the IFSP Suzano campus. One of the proposals of the reference curriculum was standardization so that students could benefit if they needed to transfer, but the timetable and essential knowledge of the courses defined within the limits of the reference curriculum is still something decided within each campus, valuing the administrative autonomy of each of them. The perception of teachers and coordinators is that implementation is taking place quickly, even though the process has been planned for a few years. Ongoing changes, such as the number of classes and the project integrating disciplines, for example, are factors that provoke resistance. Regarding the differences and similarities of the reference curricula with the BNCC and the secondary education reform, the most mentioned aspect was the 800-hour cut in the timetable of the common core of the Suzano campus. The volume of content in the curricula was also mentioned in the discussions as worrying, often the scene of disputes for space in the subjects, although teachers understand that they present decisive issues regarding the inseparability between teaching and research. Teachers and coordinators state that the process is recent, which makes evaluations and measuring results difficult. Finally, they mention that within three to five years it will be possible to make the necessary alignments so that the reference curriculum is fully implemented.",http://bibliotecatede.uninove.br/handle/tede/3254,Não informado pela instituição,Não informado pela instituição,"Lima, Layla Crist. A percepção dos professores sobre o processo de implementação dos currículos de referência no instituto federal de São Paulo/campus Suzano.. 2023. 114 f. Dissertação( Programa de Pós-Graduação em Educação) - Universidade Nove de Julho, São Paulo."
"Besniyi, Eduardo",http://lattes.cnpq.br/7073736585091700,"Saul, Alexandre||Não informado pela instituição",http://lattes.cnpq.br/6664628457125646||Não informado pela instituição,"Saul, Alexandre||Galvanese, Ricardo Costa||Zanardi, Teodoro Adriano Costa||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,Percepções de docentes de uma escola técnica paulista sobre limites e possibilidades da interdisciplinaridade na integração curricular,2023,Universidade Católica de Santos (UNISANTOS),UNISANTOS,Brasil,Centro de Ciências da Educação e Comunicação,Mestrado em Educação,CNPQ::CIENCIAS HUMANAS::EDUCACAO,openAccess,masterThesis,ensino médio integrado ao profissional; integração curricular; ensino-aprendizagem; interdisciplinaridade; Paulo Freire||high school integrated to professional; curricular integration; teachinglearning; interdisciplinarity; Paulo Freire||escuela secundaria integrada al profesional; integración curricular; enseñanza-aprendizaje; interdisciplinariedad; Paulo Freire,Não informado pela instituição,por,"Esta pesquisa, desenvolvida no Programa de Pós-Graduação Stricto Sensu em Educação da Universidade Católica de Santos, no âmbito da linha de pesquisa Políticas e Práticas de Formação de Professores e do grupo de pesquisa Currículo e Formação de Professores: diálogo, conhecimento e justiça social, trata de desafios do trabalho interdisciplinar no contexto da educação profissional técnica de nível médio em uma Escola Técnica (Etec) Estadual vinculada ao Centro Paula Souza, no estado de São Paulo. Objetivou-se analisar as compreensões de professores da Etec Adolpho Berezin sobre limites e possibilidades da interdisciplinaridade nas práticas de ensino-aprendizagem que desenvolvem e se articulam à proposta curricular “Novotec Integrado”. A pergunta norteadora da pesquisa foi assim registrada: Como professores da Etec Adolpho Berezin compreendem e trabalham com a interdisciplinaridade em suas práticas de ensino-aprendizagem, diante da necessidade de oferecer aos estudantes uma formação crítica, capaz de integrar disciplinas propedêuticas e técnico-profissionalizantes? Obras de Paulo Freire, Hílton Japiassú e José Gimeno Sacristán tiveram centralidade na composição do referencial teórico desta dissertação, sobretudo em relação às temáticas da interdisciplinaridade e do currículo. A metodologia da pesquisa, de abordagem qualitativa, foi referenciada principalmente em autores como Augusto Nibaldo Silva Triviños, Antonio Chizzotti, Maria Cecília de Souza Minayo e Sonia Kramer. O estudo realizado na Etec, localizada no município de Mongaguá, estado de São Paulo, contou com a participação de docentes habilitados para lecionar no curso de Ensino Médio com Habilitação Profissional de Técnico em Administração. A coleta de dados deu-se por meio da aplicação de um questionário e da realização de uma entrevista coletiva com quatro docentes, e as evidências produzidas foram categorizadas e analisadas em eixos temáticos construídos com base no referencial teórico. Os resultados permitem afirmar que não há entre os docentes participantes uma ideia consolidada nem uma compreensão única sobre a interdisciplinaridade e seu papel na integração curricular. Entretanto, existe a articulação de conhecimentos entre disciplinas e áreas bem como o interesse dos professores em fazer crescer o diálogo entre eles e as disciplinas. Além disso, constatou-se a necessidade de que sejam ampliadas e melhoradas as condições objetivas e a legislação pertinente, para que sejam criados espaços-tempo de formação e debate sobre a interdisciplinaridade na escola, com vistas a fomentar e a fortalecer posturas e práticas interdisciplinares desenvolvidas nas práticas pedagógicas experienciadas na Etec, por docentes e discentes.",https://tede.unisantos.br/handle/tede/7995,Não informado pela instituição,Não informado pela instituição,"BESNIYI, Eduardo. Percepções de docentes de uma escola técnica paulista sobre limites e possibilidades da interdisciplinaridade na integração curricular. 2023. 121 f. Dissertação (mestrado) - Universidade Católica de Santos, Programa de Pós-Graduação stricto sensu em Educação, 2023"
