Autor(a),ID Lattes do(a) autor(a),Orientadores,ID Lattes dos orientadores,Membros da banca,ID Lattes dos membros da banca,Título,Ano de defesa,Instituição de defesa,Sigla da instituição de defesa,País da instituição de defesa,Departamento da instituição de defesa,Programa de Pós-Graduação da instituição de defesa,Área do conhecimento CNPq,Tipos de acesso,Tipo de documento,Assuntos em português,Assuntos em inglês,Idioma,Resumo,Link de acesso,Resumo em Português,Resumo em Inglês,Referência Bibliográfica
"Vilaça, Márcia Margarida",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A construção da identidade étnico-racial de estudantes do Ensino Médio Integrado na Educação Profissional e Tecnológica,2024,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (IFMG)",IFMG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Identidade étnico-racial||Racismo||Educação Profissional e Tecnológica.||Relação étnico-racial||Ensino Médio Integrado,Não informado pela instituição,por,"Esta dissertação tem como foco a investigação da construção da identidade étnico-racial dos(as) estudantes do Ensino Médio Integrado inseridos(as) por meio de políticas de ações afirmativas nos processos seletivos do Instituto Federal de Minas Gerais (IFMG) – Campus Ouro Branco. O principal objetivo foi compreender de que forma esses(as) estudantes percebem sua identidade étnico-racial e identificar os fatores que influenciam esse processo. A metodologia deste trabalho segue uma abordagem qualitativa e foi norteada pela questão: como se dá a construção da identidade negra entre os alunos cotistas raciais do Ensino Médio Integrado? Esta investigação começou com a realização de uma pesquisa documental e bibliográfica, seguida pela coleta de dados, que incluiu a aplicação de questionários on-line. Dentre os resultados obtidos, destaca-se a percepção dos participantes de que uma família exerce um papel essencial na formação da identidade negra, funcionando como um pilar de suporte emocional e referência cultural. Os estudantes também destacaram a escola como um espaço de resistência e preservação cultural, no qual tradições, saberes e valores são transmitidos e reafirmados. Já os coletivos juvenis foram reconhecidos como ambientes fundamentais de socialização, aprendizagem e atuação política, onde são produzidos modos de vida, formas de expressão e identidade. Adicionalmente, constatou-se que a Lei n. 10.639/2003, que estabelece as diretrizes e bases da educação nacional, para incluir nos estabelecimentos de ensino fundamental e médio, oficiais e particulares, a obrigatoriedade do ensino sobre História e Cultura Afro-Brasileira e Africana nas escolas, não está sendo devidamente implementada na instituição, o que compromete a compreensão do racismo e o fortalecimento das identidades negras. Como produto educacional decorrente da pesquisa, foi desenvolvido o jogo de cartas Espelho, Espelho Meu, Quem Sou Eu? voltado para professores, facilitadores, mediadores culturais, ativistas, formadores de opinião bem como por qualquer pessoa interessada em promover discussões sobre identidade, racismo e diversidade em espaços educacionais e sociais.",http://hdl.handle.net/20.500.14387/1987,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Morais, Graciele Rocha",http://lattes.cnpq.br/7064261921305316,"Peixoto, Ana Cláudia de Azevedo||Não informado pela instituição",Não informado pela instituição,"Peixoto, Ana Cláudia de Azevedo||Rocinholi, Luciene de Fátima||Souza, Marco Antônio Ferreira de||Silva, Willerson Custódio da||Não informado pela instituição",Não informado pela instituição,Avaliação da assistência estudantil e a permanência de estudantes cotistas raciais do ensino técnico integrado do Instituto Federal de Minas Gerais - campus Governador Valadares,2023,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Assistência estudantil||Cotas raciais||Permanência escolar||Ensino técnico,Student assistance||Racial quotas||School permanence||Technical education.,por,"Estudos que avaliam o impacto da assistência estudantil na garantia da permanência dos estudantes são importantes, uma vez que demonstram a efetividade da política. Quando essa análise é feita tendo como público específico os estudantes cotistas raciais, torna-se ainda mais relevante, pois esses estudantes, na sua trajetória de vida, sofrem com os efeitos do racismo, que muitas vezes os impedem de ascender socialmente e de ocupar espaços socialmente valorizados, majoritariamente ocupados por pessoas brancas. A pesquisa teve como objetivo compreender o impacto que a assistência estudantil exerce na permanência e formação educacional dos estudantes cotistas raciais no Instituto Federal de Minas Gerais (IFMG), Campus Governador Valadares. Teve como público alvo os estudantes cotistas raciais dos segundos e terceiros anos do ensino médio técnico integrado. Tratou-se de uma pesquisa qualitativa e de caráter exploratória, cujos instrumentos de coleta de dados foram análise documental, questionário e entrevista. Este estudo evidenciou que, além de garantir o ingresso do estudante negro na instituição de ensino, também é necessário garantir a ele a possibilidade de permanecer na instituição até a conclusão do seu curso. Os dados apresentados na dissertação demonstram que a assistência estudantil auxilia nesse processo.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12875,Não informado pela instituição,Não informado pela instituição,"MORAIS, Graciele Rocha. Avaliação da assistência estudantil e a permanência de estudantes cotistas raciais do ensino técnico integrado do Instituto Federal de Minas Gerais - campus Governador Valadares. 2023. 85 f. Dissertação (Mestrado em Educação Agrícola) - Instituto de Agronomia, Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ, 2023."
"Teixeira, Ana Carolina de Oliveira",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"Um estudo de caso da implementação das cotas sociais e raciais no ensino superior do CEFET-MG (2013-2015): acesso, permanência e trajetória de estudantes negros cotistas",2017,Centro Federal de Educação Tecnológica de Minas Gerais (CEFET-MG),CEFET,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Ensino superior - Minas Gerais (MG)||Programas de ação afirmativa na educação||Estudantes negros||Estudantes universitários - Aspectos sociais,Não informado pela instituição,por,"Este estudo objetivou analisar a implantação e, sobretudo, a implementação de uma política de ações afirmativas por meio de cotas sociais e raciais no Centro Federal de Educação Tecnológica de Minas Gerais (CEFET-MG). Esta pesquisa qualitativa centrou-se na implementação da Lei nº 12.711/2012 no CEFET-MG no período compreendido entre os anos de 2013 e 2015, com uma maior ênfase no primeiro semestre de 2015, momento em que a instituição implementou pela primeira vez a reserva de vagas prevista na legislação. Ainda que esta política de cotas tenha sido aplicada em processos seletivos da educação profissional técnica de nível médio e superior, ocupou-se nesta pesquisa somente dos processos seletivos de candidatos ao ensino superior. Um elemento fundamental para realização do estudo foi a análise do perfil de estudantes que ingressaram no CEFET-MG a partir do ano 2015. Isto possibilitou uma compreensão mais refinada acerca das trajetórias escolares desses discentes, permitindo, assim, conhecer por meio das entrevistas as expectativas de realização profissional de estudantes pretos e pardos, de acordo com o IBGE, mas que para os estudiosos das temáticas étnico-raciais são considerados negros ou afro-brasileiros. Acessou-se, também, documentos oficiais disponibilizados pela instituição como Editais, informações estatísticas sobre os candidatos classificados nos processos seletivos anteriores e posteriores a implementação da Lei de Cotas e atas das reuniões do Conselho de Ensino Pesquisa e Extensão (CEPE), órgão da instituição responsável por deliberar sobre a implementação da Lei de Cotas. Para conhecer o perfil dos estudantes que ingressaram após a implantação da política de cotas, foram aplicados questionários aos graduandos que ingressaram na instituição no primeiro semestre de 2015, quando pela primeira vez o CEFET-MG passa a reservar 50% de suas vagas para estudantes egressos de escolas públicas, observando-se ainda os critérios de renda e a pertença racial. Também foram realizadas entrevistas com os estudantes negros que ingressaram na instituição no período estudado, por meio das cotas sociais e raciais, com o objetivo de conhecer a trajetória escolar de estudantes negros nos cursos de graduação da instituição, avaliar suas estratégias para acessar a esse nível de ensino na instituição, descortinar as dificuldades por eles enfrentadas para permanecer na instituição e conhecer quais são suas expectativas de realização profissional. Os resultados encontrados a partir dos questionários e das entrevistas foram analisados em consonância com as pesquisas já desenvolvidas sobre o tema ação afirmativa, assim como trajetórias escolares de estudantes negros no ensino superior. Os resultados encontrados indicam que a política de ação afirmativa na instituição tornou o acesso ao ensino superior mais democrático, uma vez que possibilitou um aumento de 24,92% de estudantes egressos de escolas públicas e de 12% de estudantes negros. Ademais, foi possível verificar que dentre os estudantes pesquisados, a maioria possui pais com escolarização até o ensino médio completo e com renda familiar de até cinco salários mínimos, possibilitando o acesso à instituição a estudantes que outrora teriam maiores dificuldades de acessar esse nível de ensino. Por outro lado, verificou-se a partir dos depoimentos dos estudantes cotistas que aqueles que concluíram todo o ensino fundamental e/ou médio em escolas públicas consideradas pelos mesmos como sendo de baixa qualidade, revelaram uma maior dificuldade em permanecer na instituição considerando o suposto rigor do ensino e dos professores, principalmente em razão da dificuldade excessiva com algumas disciplinas, em relação aos estudantes cotistas que cursaram o ensino fundamental em escolas privadas e o ensino médio em escolas públicas reconhecidas pela sua excelência no ensino como, por exemplo, o CEFET-MG. Pretende-se em um segundo momento, no bojo desta pesquisa que continuará, voltar a dialogar com estes futuros bacharéis, para acompanhar os processos de conclusão dos seus cursos e saber de suas perspectivas na carreira profissional escolhida.",https://repositorio.cefetmg.br/handle/123456789/410,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Oliveira, Zildeni Martins de",http://lattes.cnpq.br/4727479042587677,"Brito, Angela Ernestina Cardoso de||Não informado pela instituição",http://lattes.cnpq.br/5921523417027877||Não informado pela instituição,"Thiollent, Michel Jean Marie||Barros, Barbara Terezinha Sepúlveda||Brito, Angela Ernestina Cardoso de||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/7705124392973654||http://lattes.cnpq.br/1663711434096438||http://lattes.cnpq.br/5921523417027877||Não informado pela instituição||Não informado pela instituição,Ações afirmativas na pós-graduação: ingresso e permanência de estudantes negras/os no mestrado do Programa de Pós-Graduação em Educação Profissional e Tecnológica IFBAIANO Campus CATU,2024,Universidade Federal da Bahia (UFBA),UFBA,Brasil,Faculdade de Filosofia e Ciências Humanas (FFCH),Programa de Pós-Graduação em Serviço Social,CNPQ::CIENCIAS SOCIAIS APLICADAS,openAccess,masterThesis,Ações afirmativas||Mestrado profissional||Permanência estudantil||Desigualdade racial||Decolonialidade,Não informado pela instituição,por,"Este estudo investiga as políticas de ações afirmativas no âmbito do Mestrado Profissional em Educação Profissional e Tecnológica (ProfEPT) do IF Baiano - Campus Catu. O objetivo é analisar os efeitos dessas políticas para o ingresso e permanência das/os mestrandas/os negras/os, ingressantes nos anos de 2021 e 2022, do citado programa. Para isso, estudamos a produção do racismo como motor da desigualdade racial que manteve, historicamente, a população negra brasileira apartada do usufruto da riqueza do país, além do não acesso aos espaços de poder, sobretudo das universidades, na pós-graduação stricto sensu. Outrossim, buscamos desvelar o processo histórico de construção das Políticas de ações afirmativas étnico racial na academia, destacando as tensões e disputas raciais e o protagonismo de intelectuais, de militantes e do Movimento Negro. O presente trabalho trata-se de uma pesquisa qualitativa e quantitativa e um estudo exploratório, descritivo e explicativo. Quanto aos recursos técnicos e aos instrumentos para coleta de dados, usou-se a Triangulação de Métodos, mediante análise documental, levantamento bibliográfico, aplicação de questionário e entrevistas. A perspectiva da pesquisa de campo foi obter a caracterização socioeconômica e cultural do conjunto dos sujeitos da pesquisa, mediante o questionário. Já nas entrevistas, buscou-se apresentar a percepção sobre a temática, a partir das próprias narrativas dos mestrandos. Assim, a estratégia de pesquisa é a análise por triangulação de métodos, enquanto a abordagem teórica é a decolonialidade e as epistemologias do Sul. Portanto, a autora põe-se neste estudo, como mulher negra, estudante bolsista e cotista, corpo geopoliticamente localizado, alinhado aos que pensam e fazem o giro decolonial, por meio do compromisso teórico, político e epistêmico, em direção à decolonialidade. Dessa forma, o estudo evidenciou que a desigualdade racial brasileira, foi produzida, historicamente, por uma elite branca, de valores eurocêntricos, cuja engrenagem foi a manutenção da ideia de hierarquização da raça humana sob sua autodenominação de superioridade. Os resultados indicam que as ações afirmativas, nas universidades e na pós-graduação, são conquistas significativas. No entanto, embora garantam o ingresso de estudantes negras/os, estes enfrentam dificuldades socioeconômica e cultural para assegurar a permanência material e simbólica na academia. Logo, com a pesquisa, foi possível concluir que a garantia de condições materiais efetivas e a decolonialidade epistêmica são necessárias para transformar a academia em um espaço verdadeiramente inclusivo e plural.",https://repositorio.ufba.br/handle/ri/40504,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Rateke, Deise",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,As contradições em torno do acesso e da permanência de estudantes da classe trabalhadora por meio da implementação da Lei de Cotas nos cursos de ensino médio técnico integrado do IFSC - Campus Florianópolis,2018,Universidade Federal de Santa Catarina (UFSC),UFSC,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,doctoralThesis,Educação||Cotas universitárias||Ensino técnico,Não informado pela instituição,por,"Tese (doutorado) - Universidade Federal de Santa Catarina, Centro de Ciências da Educação, Programa de Pós-Graduação em Educação, Florianópolis, 2018.",358937||https://repositorio.ufsc.br/handle/123456789/206044,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
Alex Rodrigues Borges,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Ações afirmativas em EPT na era das notícias falsas: a lei de cotas no contexto do IFMG,2023,"Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais (IFMG)",IFMG,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Desinformação||Lei de cotas||Reserva de vagas||Lei 12.711/2012.,Não informado pela instituição,por,"Esta dissertação versa sobre as ações afirmativas na educação no âmbito da Educação Profissional e Tecnológica na era das fake news e da pós-verdade, relacionando tais fenômenos especificamente com a Lei de Cotas, a Lei n. 12.711/2012. O acesso à educação no Brasil sempre foi limitado e, por conseguinte, excludente. Dados do IBGE/PNAD, agrupados pelo IPEA no período de 2001 a 2019, mostram, em todos os cenários analisados, que a diferença de acesso e tempo de estudo sempre existiu e persistiu ao longo dos anos, quando comparamos pretos/pardos aos autodeclarados brancos, principalmente se analisados os aspectos sociais. Concomitante a isso, a disseminação de concepções distorcidas ou inverídicas no que concerne às políticas de ação afirmativa na educação mostraram-se como importantes ferramentas de desinformação. A pós-verdade e as fake news estão perceptivelmente presentes nas formulações de conteúdos, sejam eles de caráter informativo ou de interação em rede social. Tendo em vista esse quadro geral, esta pesquisa teve como objetivo identificar em que medida existia a aderência aos conceitos das fake news e pós-verdade pelos alunos do EMI do campus do IFMG, especificamente sobre a lei de cotas – lei 12.711/2012. Para tanto, aplicamos um questionário para determinar as singularidades do grupo de estudo e realizamos um grupo focal para captar a reação dos participantes frente às informações apresentadas. A coleta de dados subsidiou uma análise qualitativa que ofereceu elementos para apurar e compreender os níveis de congruência dos participantes quantos aos conceitos difundidos pelas fake news e pela pós-verdade, tendo em vista a Lei n. 12.711/2012. Apresentamos, como resultado, elementos que nos ajudaram a compreender as influências dos fenômenos de desinformação, bem como a elaborar um produto educacional caracterizado como uma cartilha, a fim de ser apresentada e disponibilizada para potenciais ingressantes ao campus lócus do objeto de estudo desta pesquisa. Com vistas a fomentar o debate sobre as ações afirmativas, em especial no que tange às cotas raciais como instrumento de acesso, elaboramos, aplicamos e avaliamos um produto educacional com caráter informativo, contendo referências que demonstram, de maneira clara, lógica e objetiva, a operacionalização, a efetividade e o potencial de transformação das políticas de ações afirmativas na educação. Além disso, esse material abordou assuntos advindos tanto das desinformações geradas pelas fake news quanto pela pós-verdade, frisando as potencialidades de fragilização que esses elementos podem desenvolver na sociedade.",http://hdl.handle.net/20.500.14387/1673,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Silva, Jeferson Eduardo",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,"O acesso e permanência de pessoas pretas, pardas e indígenas no ensino médio integrado do curso técnico em Agropecuária do Instituto Federal Goiano – Campus Ceres",2024,Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict),IBICT,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,"Inclusão educacional||Políticas afirmativas||Estudantes PPI||Ensino Médio Integrado,||Transformação social||Educação||Planejamento e Avaliação Educacional||Política Educacional",Não informado pela instituição,por,"Este estudo justifica-se pela relevância no contexto educacional brasileiro, abordando de maneira criteriosa o acesso e a persistência de estudantes pretos, pardos e indígenas (PPI) no ensino médio integrado ao curso técnico em agropecuária. O estudo foi realizado no Instituto Federal Goiano - Campus Ceres, lança luz sobre questões cruciais de inclusão e diversidade, fornecendo entendimentos significativos sobre as políticas educacionais, as experiências dos estudantes que acessaram a educação profissional e tecnológica por cotas PPI e os desafios enfrentados. A dissertação começa com uma contextualização histórica abrangente da educação profissional e tecnológica no Brasil. Essa retrospectiva é fundamental para compreender as políticas educacionais atuais e como elas foram moldadas ao longo dos anos, influenciadas por diversos fatores políticos, sociais e econômicos. A revisão bibliográfica destaca o papel transformador da educação na sociedade e a importância das políticas afirmativas na promoção da igualdade e inclusão de grupos historicamente marginalizados. O objetivo central da pesquisa é investigar os fatores que afetam o acesso e a permanência de estudantes pretos, pardos e indígenas no curso técnico em agropecuária do Instituto Federal Goiano - Campus Ceres. Para alcançar esse objetivo, foi adotada uma metodologia qualitativa que envolve entrevistas semiestruturadas com discentes, docentes e assistente educacional, bem como a análise de documentos e registros institucionais. Essa abordagem permite uma compreensão mais profunda e humanizada das experiências dos estudantes, indo além de meros dados estatísticos. Os resultados da pesquisa são reveladores e contribuem significativamente para o debate sobre educação inclusiva no Brasil, sendo analisados por meio de uma abordagem ampla dos dados. A dissertação demonstra que, apesar dos avanços nas políticas educacionais, ainda existem desafios consideráveis para a inclusão efetiva de estudantes pretos, pardos e indígenas. Questões como preconceito, falta de representatividade e dificuldades financeiras continuam a ser obstáculos significativos para esses discentes. No entanto, também são destacados aspectos positivos das políticas de inclusão, como o aumento no número de estudantes desses grupos em cursos técnicos e a valorização de suas identidades culturais dentro do ambiente escolar. A dissertação enfatiza a importância de políticas educacionais mais inclusivas e equitativas no Brasil, propondo caminhos para superar os desafios identificados. O estudo destaca a necessidade de medidas que combatam o preconceito, promovam a representatividade e ofereçam suporte financeiro adequado aos estudantes pretos, pardos e indígenas. Além disso, ressalta a importância de se manter um ambiente escolar que celebre a diversidade cultural e respeite as identidades destes discentes. Espera-se que este estudo seja uma leitura importante para educadores, formuladores de políticas públicas e todos aqueles interessados em uma educação verdadeiramente inclusiva e transformadora. Ademais, foi produzido, com a participação dos alunos participantes da pesquisa, um documentário que apresenta os desafios e as experiências dos estudantes cotistas no curso e na vida acadêmica dentro do IF Goiano – Campus Ceres.",https://deposita.ibict.br/handle/deposita/573,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Pacheco, Diego",Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,A política de cotas para ingresso no ensino superior como prática de inovação social emancipatória,2020,Ânima Educação,Ânima,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição,openAccess,masterThesis,Inovação social||Emancipação||Ações afirmativas||Política de cotas,Não informado pela instituição,por,"This research analyzes the quota policy for entering higher education as a practice of emancipatory social innovation in the experience of a professional, scientific and technological education institution. For this, an instrument proposed based on the in-depth analysis model of Buckland and Murillo was used, articulated with the investigative domains of Michel Foucault - knowledge, power and ethics, resulting in five variables: impact and social transformation, intersectoral collaboration, sustainability, type of innovation, scalability and replicability. It is a qualitative case study with an exploratory and descriptive focus, developed from literature review, interviews with quota students, field notes and documentary research. Data analysis was performed using the five-phase Yin cycle. It was found that the quota policy for entry into higher education is an emancipatory social innovation insofar as it intervenes in access to public education - access that is beyond admission, allowing subjects to obtain means of constituting themselves in different ways within the scope of knowledge, power and ethics.",https://repositorio.animaeducacao.com.br/handle/ANIMA/15121,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Pinto, Jucinara de Castro Almeida",Não informado pela instituição,"Tenório, Robinson Moreira||Não informado pela instituição",Não informado pela instituição,"Lordêlo, José Albertino Carvalho||Andrade, Cláudia Sá Malbouisson||Araújo, Maria de Lourdes Haywanon Santos||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,Desempenho acadêmico e fatores socioeconômicos: uma análise no ensino médio integrado do IFBA/Campus Barreiras,2015,Universidade Federal da Bahia (UFBA),UFBA,Brasil,Não informado pela instituição,Programa de Pós-Graduação em Educação,EDUCAÇAO,openAccess,masterThesis,Desempenho acadêmico||Eficácia||Equidade||Ensino médio integrado||Fatores socioeconômicos||Academic performance||Effectiveness||Equity||Integrated High||Socioeconomic factors||School,Não informado pela instituição,por,"A qualidade na educação tem sido amplamente discutida pelas instituições que atuam nessa área, tornando-se um dos pilares da política educacional do país. Existe hoje um intenso debate sobre a atuação dos fatores socioeconômicos no desempenho do aluno, bem como um espaço reservado às políticas educacionais voltadas à democratização das oportunidades provenientes de uma formação de qualidade e que possam promover a eficácia e a equidade na educação. Buscar conhecer os fatores socioeconômicos que influenciam no desempenho dos alunos é de fundamental importância no sentido de desenvolver uma educação pública de qualidade e na promoção da equidade. Assim, o objetivo geral deste estudo foi identificar e analisar a relação entre as variáveis das características individuais, do perfil socioeconômico e o desempenho dos alunos dos cursos de ensino médio integrado no Instituto Federal de Educação, Ciência e Tecnologia da Bahia – IFBA/Campus Barreiras. Para tanto, para caracterizar o perfil dos estudantes foi utilizado um banco de dados contendo informações do Questionário Socioeconômico preenchido no momento da inscrição dos candidatos no Processo Seletivo de Alunos 2011 e para analisar o desempenho foram utilizados a base de dados do PROSEL 2011 e as Planilhas de Resultados Finais destes alunos do 1º ao 3º ano, fornecidas pela Coordenação de Registros Escolares. O universo da pesquisa se constituiu de alunos aprovados e matriculados nos Cursos Integrados de Edificações, Informática e Alimentos, no ano 2011. A fundamentação teórica ressalta os conceitos que permeiam a discussão do objeto de estudo, a saber: fatores associados ao desempenho escolar, eficácia educacional, equidade na educação, educação profissional e ensino médio integrado. Esta pesquisa tem uma abordagem quantitativa, de natureza descritiva e os dados foram analisados através de técnicas estatísticas utilizando o software SPSS. Os resultados empíricos da pesquisa mostram que os alunos do ensino médio integrado do IFBA/Campus Barreiras têm idades que variam de 14 a 16 anos (94,8%); constituem-se, em sua maioria, pelo sexo feminino (61,6%), pela etnia afrodescendente (57,6%), origem escolar pública (66,9%) e classe média (70,3%). Quanto ao desempenho destes alunos quando do ingresso, os dados apontam que a média de pontos dos alunos cotistas em relação aos não cotistas apresenta uma diferença estatisticamente significativa para todos os cursos e quanto ao desempenho ao longo do curso, as diferenças significativas aparecem apenas na primeira série.",http://repositorio.ufba.br/ri/handle/ri/19553,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Ferraz, Maria do Carmo Gomes",Não informado pela instituição,"Ferreira, Rosilda Arruda||Não informado pela instituição",Não informado pela instituição,"Silva Filho, Penildon||Pimentel, Gabriela Sousa Rêgo||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição||Não informado pela instituição",Não informado pela instituição,"Exclusão na escola no contexto das políticas afirmativas: reprovação e evasão no Instituto Federal de Educação, Ciência e Tecnologia da Bahia - campus de Barreiras sob o olhar dos atores envolvidos no processo",2015,Universidade Federal da Bahia (UFBA),UFBA,brasil,Não informado pela instituição,Programa de Pós-Graduação em Educação,Educação,openAccess,masterThesis,Reprovação||Evasão||Exclusão||Equidade||Fracasso Escolar||Eficácia||Política pública||Fail||Evasion||Exclusion||Equity||School Failure||Effectiveness,Não informado pela instituição,por,"Esta dissertação apresenta os resultados de uma pesquisa a respeito do fenômeno da evasão e da reprovação escolar no Instituto Federal de Educação, Ciência e Tecnologia da Bahia/IFBA, - Campus de Barreiras, no período de 2010 a 2014. O estudo justificou-se por acreditar que a eficácia precisa ser considerada como um dos indicadores de uma Educação de Qualidade e que possa promover a equidade. O problema de pesquisa buscou responder às seguintes indagações: como os professores, discentes, pais de estudantes e profissionais que atuam no setor pedagógico do Instituto percebem e explicam os fenômenos da reprovação e da evasão escolar nos cursos de Ensino Médio Integrado à Educação Profissional? Qual o perfil dos estudantes reprovados e evadidos com relação ao gênero no contexto das políticas de ações afirmativas? O estudo compreendeu uma pesquisa com caráter de método misto, na medida em que utilizou uma abordagem que possibilita uma aproximação aos fenômenos sob as diferentes perspectivas. Por fim, uma pesquisa empírica foi realizada por meio da adoção de entrevista semiestruturada. O lócus da pesquisa foi o IFBA - Campus de Barreiras e as residências de alguns estudantes. Os resultados demonstraram: que os índices de reprovação são elevados na primeira série; que o índice de reprovação dos estudantes cotistas é superior comparado aos demais estudantes; que o percentual dos estudantes que concluem o curso, em quatro anos, é baixo na perspectiva de uma escola promotora de eficácia da equidade. No que se refere à percepção dos atores, apontou para um conjunto de fatores ou dimensões envolvidas no processo de aprendizagem, com destaque para os aspectos subjetivos, institucionais e externos ligados às políticas públicas da educação no país, como responsáveis pelo fenômeno da exclusão dos estudantes na Instituição.",http://repositorio.ufba.br/ri/handle/ri/18168,Não informado pela instituição,Não informado pela instituição,Não informado pela instituição
"Damasceno, Kely Meiry",http://lattes.cnpq.br/0442182424134034,"Soares, Ana Maria Dantas||Não informado pela instituição",http://lattes.cnpq.br/3776117532043539||Não informado pela instituição,"Soares, Ana Maria Dantas||Cupolillo, Amparo Villa||Cordeiro, Fabiana||Não informado pela instituição||Não informado pela instituição",http://lattes.cnpq.br/3776117532043539||http://lattes.cnpq.br/5482837394103537||http://lattes.cnpq.br/7302341559618631||Não informado pela instituição||Não informado pela instituição,Contribuição do programa de assistência estudantil para estudantes ingressantes por meio de ações afirmativas para o curso de nível Técnico Integrado em Agropecuária do Instituto Federal de Minas Gerais – Campus São João Evangelista.,2019,Universidade Federal Rural do Rio de Janeiro (UFRRJ),UFRRJ,Brasil,Instituto de Agronomia,Programa de Pós-Graduação em Educação Agrícola,Educação,openAccess,masterThesis,Ensino Médio-Técnico||cotas||permanência||evasão||quotas||permanence||school truancy||National Student Assistance Program,High School,por,"O presente trabalho teve como objetivo principal analisar as contribuições do Programa de Assistência Estudantil (PAE) para permanência dos estudantes do Curso Técnico Integrado em Agropecuária do IFMG-SJE, considerando as turmas que ingressaram nos anos de 2013 e 2014, por ações afirmativas, no referido curso. Como objetivos específicos, buscou-se determinar o índice de permanência no período regular (3 anos) dos estudantes ingressantes por meio do Programa de Ações Afirmativas – PAA, no período analisado; comparar o índice de permanência no período regular (3 anos) dos estudantes que ingressaram nos anos de 2013 e 2014, por meio do PAA com e sem apoio do PAE; identificar as contribuições de PAA e de PAA mais PAE na taxa de sucesso dos egressos do curso, provenientes daquelas turmas que o concluíram em 2015 e 2016, respectivamente. Optou-se por uma abordagem de pesquisa qualitativa para contemplar a análise e identificação das contribuições do PAE para permanência dos estudantes no período delimitado. Foram utilizados diferentes instrumentos de pesquisa que permitiram, após a análise dos dados coletados, dentre as várias reflexões suscitadas, reafirmar a importância do Programa de Assistência Estudantil para a permanência dos estudantes ingressantes por ações afirmativas, embora elas não sejam as únicas responsáveis, indicando a necessidade de novas pesquisas que possam apontar outras ações a serem desenvolvidas para assegurar maior sucesso na formação dos estudantes.",https://rima.ufrrj.br/jspui/handle/20.500.14407/12706,Não informado pela instituição,Não informado pela instituição,"DAMASCENO, Kely Meiry Contribuição do Programa de Assistência Estudantil para estudantes ingressantes por meio de ações afirmativas para o curso de nível Técnico Integrado em Agropecuária do Instituto Federal de Minas Gerais – Campus São João Evangelista. 2019. 68f. Dissertação (Mestrado em Educação Agrícola). Instituto de Agronomia, Universidade Federal Rural do Rio de Janeiro, Seropédica, RJ. 2019."
